param: job_weight processing_time:=
213	15	9
214	10	6
215	19	2
216	14	6
217	12	3
218	14	5
219	10	7
220	13	4
221	17	9
222	14	10
223	12	10
224	7	4
225	6	7
226	20	9
227	8	6
228	20	5
229	8	7
230	4	4
231	9	4
232	14	10
233	13	4
234	4	2
235	14	6
236	8	4
237	6	6
238	6	4
239	11	8
240	19	8
241	2	2
242	7	9
243	7	8
244	8	7
245	16	9
246	5	5
247	16	4
248	11	4
249	18	10
250	6	9
251	14	7
252	6	7
253	9	5
254	10	2
255	2	9
256	14	9
257	14	4
258	18	3
259	9	10
260	10	8
261	2	7
262	11	10
263	13	5
264	11	10
265	7	7
266	14	4
267	3	8
268	20	4
269	2	3
270	4	4
271	5	6
272	19	7
273	16	7
274	3	2
275	4	5
276	4	4
277	8	4
278	19	7
279	6	7
280	20	2
281	11	5
282	10	10
283	2	4
284	14	9
285	9	9
286	13	10
287	9	7
288	7	7
289	17	10
290	17	3
291	3	3
292	9	5
293	7	4
294	19	10
295	20	10
296	19	2
297	7	7
298	18	10
299	4	10
300	3	10
301	5	5
302	18	2
303	18	7
304	14	6
305	7	8
306	3	9
307	19	8
308	10	5
309	18	4
310	19	9
311	19	4
312	20	3
313	19	8
314	7	3
315	19	5
316	14	7
317	2	9
318	7	3
319	17	3
320	13	7
321	15	9
322	5	10
323	3	2
324	19	4
325	13	7
326	6	2
327	6	2
328	3	9
329	15	9
330	14	8
331	20	7
332	5	3
333	6	3
334	17	9
335	12	3
336	20	2
337	6	4
338	3	4
339	17	8
340	19	9
341	9	4
342	5	4
343	19	10
344	20	5
345	14	9
346	18	9
347	14	6
348	7	9
349	3	2
350	11	10
351	14	8
352	11	6
353	14	5
354	13	2
355	16	9
356	2	9
357	6	10
358	20	10
359	2	5
360	5	3
361	3	5
362	13	10
363	4	9
364	8	3
365	4	2
366	20	6
367	14	8
368	9	9
369	11	10
370	5	10
371	6	2
372	17	4
373	18	3
374	8	10
375	14	8
376	2	5
377	18	10
378	14	5
379	13	6
380	9	9
381	8	6
382	12	2
383	7	5
384	8	5
385	14	6
386	5	3
387	5	3
388	7	5
389	2	9
390	2	5
391	11	9
392	7	5
393	3	9
394	13	3
395	8	10
396	6	8
397	8	4
398	5	8
399	3	5
400	5	3
401	15	7
402	6	5
403	4	2
404	11	3
405	4	4
406	16	7
407	20	10
408	20	4
409	16	5
410	4	5
411	14	4
412	2	9
413	18	2
414	20	9
415	10	9
416	20	8
417	6	10
418	19	3
419	15	6
420	8	9
421	18	6
422	15	6
423	20	5
424	12	3
425	17	9
426	8	6
427	10	4
428	16	5
429	15	9
430	12	7
431	4	6
432	18	6
433	9	6
434	2	7
435	5	10
436	15	8
437	8	6
438	18	10
439	6	5
440	13	4
441	14	5
442	19	4
443	6	6
444	7	8
445	3	3
446	13	4
447	14	10
448	14	3
449	10	7
450	8	3
451	14	7
452	5	10
453	15	2
454	14	7
455	6	7
456	19	2
457	6	9
458	18	8
459	12	5
460	10	8
461	8	10
462	20	4
463	5	3
464	13	10
465	2	9
466	4	5
467	17	7
468	19	10
469	9	2
470	8	10
471	10	10
472	18	8
473	6	2
474	11	10
475	2	4
476	20	4
477	13	5
478	11	3
479	19	8
480	2	7
481	12	2
482	3	9
483	2	10
484	11	7
485	14	10
486	19	8
487	16	5
488	14	4
489	13	5
490	7	8
491	7	6
492	11	7
493	11	7
494	13	2
495	5	5
496	17	4
497	8	7
498	10	5
499	4	5
500	2	3
501	19	9
502	14	9
503	20	3
504	3	2
505	6	8
506	11	5
507	2	10
508	10	7
509	9	8
510	17	6
511	3	10
512	10	6
513	8	10
514	4	5
515	6	10
516	15	2
517	16	6
518	9	7
519	8	10
520	6	3
521	13	6
522	17	7
523	20	9
524	6	7
525	5	2
526	16	10
527	10	2
528	13	10
529	13	5
530	9	7
531	6	4
532	9	2
533	11	5
534	16	4
535	2	9
536	14	9
537	5	7
538	2	10
539	11	6
540	17	6
541	14	6
542	14	5
543	10	8
544	15	2
545	12	5
546	17	4
547	9	5
548	11	5
549	5	6
550	9	4
551	6	5
552	18	7
553	5	4
554	13	10
555	17	9
556	20	6
557	3	10
558	9	7
559	2	2
560	10	8
561	14	6
562	13	7
563	4	6
564	13	7
565	11	2
566	8	10
567	15	9
568	11	8
569	17	10
570	9	5
571	8	9
572	15	2
573	12	2
574	2	9
575	6	5
576	10	10
577	9	9
578	19	5
579	11	9
580	14	3
581	9	5
582	5	2
583	19	6
584	4	6
585	5	10
586	13	8
587	8	6
588	13	2
589	6	7
590	20	10
591	20	9
592	10	8
593	11	8
594	16	8
595	12	2
596	14	6
597	11	9
598	15	2
599	8	6
600	18	5
601	14	9
602	13	7
603	11	9
604	18	4
605	8	3
606	16	10
607	8	6
608	10	2
609	5	9
610	16	10
611	12	10
612	7	6
613	11	10
614	13	4
615	4	8
616	12	10
617	13	4
618	6	10
619	7	10
620	11	6
621	16	6
622	17	6
623	7	9
624	18	10
625	14	9
626	18	9
627	4	5
628	13	7
629	4	3
630	15	9
631	3	8
632	2	7
633	3	9
634	10	8
635	12	3
636	15	7
637	5	5
638	12	7
639	17	5
640	16	5
641	14	4
642	12	9
643	5	9
644	3	2
645	20	7
646	14	8
647	18	9
648	2	3
649	10	5
650	10	3
651	13	9
652	6	2
653	2	6
654	7	7
655	16	2
656	9	3
657	11	7
658	4	10
659	14	7
660	14	7
661	19	7
662	15	9
663	7	7
664	13	2
665	5	6
666	16	5
667	16	8
668	15	9
669	13	8
670	5	2
671	13	2
672	16	10
673	3	5
674	14	3
675	6	2
676	15	7
677	3	3
678	13	8
679	18	10
680	3	7
681	19	10
682	8	9
683	5	2
684	17	6
685	10	4
686	8	10
687	8	3
688	2	3
689	4	4
690	2	10
691	14	10
692	17	4
693	11	4
694	13	2
695	16	8
696	9	2
697	14	2
698	13	6
699	6	5
700	14	10;
